CustomerID,Age,Gender,Country,Income,ProductQuality,ServiceQuality,PurchaseFrequency,FeedbackScore,LoyaltyLevel,SatisfactionScore
15277,53,Female,Canada,62044,6,8,18,Medium,Silver,100.0
15278,25,Male,Canada,83508,10,9,1,High,Gold,100.0
15279,57,Male,Germany,36718,8,10,5,Medium,Bronze,100.0
15280,39,Female,UK,35449,2,2,8,High,Gold,60.44
15281,39,Female,France,84442,8,2,20,Low,Gold,100.0
15282,33,Female,Germany,92039,3,8,6,Medium,Bronze,82.71
15283,44,Female,Germany,112762,8,1,20,High,Bronze,100.0
15284,27,Male,UK,91985,10,8,7,High,Silver,100.0
15285,42,Female,UK,80007,10,5,4,Low,Bronze,100.0
15286,48,Male,UK,52776,5,10,14,Low,Bronze,100.0
15287,38,Male,USA,73415,5,5,11,High,Bronze,93.11
15288,44,Male,Canada,63921,7,3,18,Medium,Bronze,77.17
15289,34,Female,Canada,88247,6,1,10,Medium,Gold,74.17
15290,50,Female,Canada,34395,4,3,17,Low,Silver,59.54
15291,48,Male,UK,102610,2,7,2,Medium,Silver,73.83
15292,67,Male,Germany,74601,10,4,18,Medium,Bronze,100.0
15293,59,Male,UK,50483,3,4,19,High,Gold,81.76
15294,43,Male,UK,92155,1,6,19,High,Bronze,82.38
15295,38,Male,Germany,41382,2,1,20,Medium,Silver,34.62
15296,53,Female,France,40319,10,6,11,Low,Silver,100.0
15297,18,Female,USA,101701,1,9,15,Low,Gold,99.47
15298,21,Female,France,57608,8,5,20,High,Bronze,95.25
15299,21,Female,UK,66338,1,4,4,High,Silver,46.52
15300,43,Male,Canada,103486,1,2,3,High,Silver,76.22
15301,21,Male,Canada,80462,10,8,13,Low,Silver,100.0
15302,66,Female,Germany,37409,5,1,15,Low,Silver,65.31
15303,26,Male,UK,116340,2,5,8,Medium,Bronze,61.83
15304,47,Male,Germany,53261,6,6,10,Medium,Silver,90.17
15305,68,Male,Germany,103909,9,4,6,Medium,Silver,100.0
15306,62,Female,USA,67621,2,6,3,Medium,Bronze,77.78
15307,21,Female,Germany,93885,10,1,15,Medium,Bronze,85.39
15308,22,Female,UK,110877,8,10,2,Medium,Gold,100.0
15309,62,Female,USA,43264,3,4,5,Low,Silver,85.08
15310,40,Female,Canada,107789,3,9,12,Low,Silver,100.0
15311,33,Female,USA,83379,8,5,3,Medium,Bronze,93.04
15312,39,Male,UK,119283,3,1,18,High,Silver,77.6
15313,54,Female,France,106354,3,10,16,High,Silver,100.0
15314,25,Male,USA,107062,10,7,4,High,Gold,100.0
15315,65,Female,France,106659,2,8,3,Medium,Bronze,91.36
15316,50,Female,USA,30294,2,8,18,Low,Silver,87.43
15317,55,Male,USA,48146,10,6,6,Medium,Gold,92.8
15318,60,Female,Germany,56444,6,3,18,High,Gold,100.0
15319,33,Male,France,49506,5,10,19,Medium,Gold,100.0
15320,22,Female,France,43603,6,7,19,Low,Bronze,83.9
15321,33,Male,USA,89502,7,10,10,High,Bronze,100.0
15322,24,Female,UK,41995,4,7,13,Low,Gold,78.65
15323,68,Male,UK,71459,7,4,7,Low,Gold,75.72
15324,18,Female,France,43599,7,1,16,Low,Bronze,68.57
15325,26,Male,Germany,65563,3,2,4,High,Gold,44.17
15326,35,Female,Germany,76285,2,2,8,Medium,Silver,47.34
15327,62,Female,UK,102099,3,8,15,Medium,Silver,100.0
15328,64,Female,Germany,119722,5,7,14,Low,Silver,100.0
15329,20,Female,USA,64149,5,8,10,High,Silver,76.78
15330,41,Female,USA,50607,2,6,19,Low,Bronze,53.38
15331,45,Female,France,35422,7,4,13,Medium,Silver,92.21
15332,27,Male,Canada,85236,2,9,2,High,Bronze,82.81
15333,26,Male,UK,71349,10,7,11,Medium,Silver,100.0
15334,30,Male,UK,50595,10,7,18,High,Gold,100.0
15335,65,Male,Canada,43488,8,9,19,High,Gold,100.0
15336,52,Male,Germany,45371,8,4,10,High,Gold,77.55
15337,40,Male,USA,81783,9,9,1,High,Silver,100.0
15338,64,Female,USA,93084,1,3,10,High,Gold,57.15
15339,34,Female,UK,113793,4,5,5,Low,Bronze,86.79
15340,63,Female,UK,44706,3,7,16,Medium,Silver,97.7
15341,24,Male,Germany,31681,2,8,19,High,Silver,64.88
15342,69,Female,Germany,83065,2,6,3,Medium,Gold,98.93
15343,33,Male,UK,37365,5,1,10,High,Gold,61.69
15344,57,Male,Germany,32820,7,10,14,Medium,Bronze,100.0
15345,53,Male,Canada,85404,7,8,14,High,Silver,100.0
15346,37,Female,USA,73096,1,2,16,Low,Bronze,48.59
15347,41,Female,UK,74806,8,1,3,Low,Silver,67.49
15348,64,Male,Canada,58458,6,2,16,Medium,Silver,78.41
15349,22,Female,Canada,92148,10,10,1,Medium,Gold,100.0
15350,62,Female,France,89026,8,4,6,Low,Silver,89.18
15351,23,Male,UK,111451,4,1,3,Medium,Bronze,87.21
15352,45,Female,France,89505,6,9,15,High,Gold,100.0
15353,22,Female,Canada,43994,1,10,7,Medium,Bronze,53.1
15354,66,Male,UK,117167,4,2,6,High,Gold,73.4
15355,56,Male,France,43457,6,4,10,Low,Silver,76.55
15356,55,Female,USA,93147,10,2,18,Low,Silver,98.42
15357,19,Female,UK,83064,7,8,3,Medium,Silver,82.35
15358,60,Female,France,59876,10,3,13,High,Gold,100.0
15359,56,Male,Germany,97383,5,4,4,Medium,Gold,91.02
15360,38,Male,UK,75157,3,2,3,High,Gold,68.29
15361,57,Male,Germany,99409,9,8,16,Medium,Silver,100.0
15362,54,Female,UK,90064,10,2,11,Medium,Gold,98.53
15363,35,Female,France,59443,8,10,14,Medium,Bronze,100.0
15364,65,Male,France,43718,10,10,18,Medium,Silver,100.0
15365,63,Male,UK,37897,1,4,7,Low,Bronze,64.72
15366,29,Male,Canada,31706,2,1,2,High,Bronze,19.74
15367,34,Female,France,80112,2,1,5,Medium,Silver,59.08
15368,54,Female,UK,109903,9,7,18,High,Bronze,100.0
15369,63,Female,UK,58911,6,10,7,Medium,Silver,100.0
15370,55,Female,USA,89506,9,1,3,Low,Gold,87.18
15371,32,Male,Germany,86407,8,2,15,Medium,Bronze,85.75
15372,24,Female,USA,85820,6,3,19,Medium,Silver,79.05
15373,31,Female,Germany,66795,6,2,10,Medium,Gold,55.96
15374,67,Male,Germany,88720,6,3,8,Medium,Bronze,100.0
15375,18,Male,USA,77115,5,6,14,High,Silver,94.13
15376,55,Male,Canada,109264,1,4,6,Low,Bronze,81.08
15377,20,Female,UK,79788,6,8,2,High,Gold,95.19
15378,54,Male,France,59837,1,1,2,Medium,Silver,44.87
15379,61,Female,UK,74044,8,2,6,High,Gold,89.17
15380,48,Male,USA,87007,7,7,11,Low,Bronze,100.0
15381,60,Female,Canada,64876,4,4,18,Medium,Gold,83.22
15382,30,Female,France,48360,7,7,20,Medium,Silver,97.15
15383,65,Male,France,117716,7,9,9,Low,Silver,100.0
15384,35,Male,Canada,86666,7,8,2,Medium,Gold,91.59
15385,34,Female,France,99315,4,8,9,High,Gold,93.19
15386,34,Male,France,88599,9,9,13,Low,Bronze,100.0
15387,28,Female,Canada,42472,5,4,1,Medium,Bronze,52.37
15388,37,Male,USA,84638,2,8,20,High,Bronze,100.0
15389,27,Female,USA,40278,7,3,12,Low,Silver,77.62
15390,46,Female,France,115863,5,1,1,High,Bronze,66.15
15391,65,Male,USA,52190,6,2,19,Medium,Silver,81.12
15392,51,Female,USA,89870,7,3,5,Medium,Bronze,100.0
15393,34,Female,France,77027,3,9,2,Low,Gold,86.34
15394,69,Female,France,105129,5,8,10,Low,Gold,100.0
15395,59,Female,USA,81575,6,3,19,Low,Gold,83.4
15396,30,Male,Germany,115103,2,2,9,High,Silver,47.86
15397,61,Female,Canada,116969,9,7,1,High,Gold,100.0
15398,64,Female,USA,117745,4,5,3,Low,Silver,93.38
15399,56,Male,USA,103016,1,7,9,High,Gold,89.4
15400,44,Male,Germany,93653,8,2,12,High,Silver,91.62
15401,43,Female,UK,102650,3,5,9,Low,Bronze,81.49
15402,45,Female,UK,65725,2,10,7,Low,Silver,96.41
15403,30,Female,Canada,41311,7,5,13,Low,Bronze,100.0
15404,29,Male,France,53080,10,6,18,High,Bronze,100.0
15405,61,Female,USA,113122,10,6,11,Medium,Silver,100.0
15406,45,Female,Germany,30036,1,4,2,High,Bronze,58.01
15407,19,Male,France,61892,9,4,1,Medium,Gold,91.24
15408,54,Female,France,36535,2,8,18,High,Bronze,73.75
15409,51,Male,UK,91645,4,6,7,High,Bronze,79.71
15410,40,Female,USA,48568,4,9,2,High,Bronze,84.98
15411,69,Male,Canada,69307,5,7,13,High,Gold,99.15
15412,62,Female,Germany,43848,2,2,9,Low,Bronze,46.51
15413,46,Female,USA,49220,6,10,12,Low,Gold,100.0
15414,52,Male,France,104925,4,9,3,Medium,Gold,100.0
15415,28,Male,France,70161,7,8,6,High,Silver,98.18
15416,65,Female,Canada,64968,5,2,2,Low,Bronze,55.51
15417,50,Male,UK,78551,6,9,2,High,Gold,100.0
15418,68,Male,Canada,37229,10,9,18,Low,Bronze,100.0
15419,28,Male,Canada,85324,6,9,6,Low,Silver,100.0
15420,26,Female,USA,57605,7,10,2,High,Gold,95.95
15421,31,Female,UK,36241,5,8,2,High,Silver,82.69
15422,26,Male,France,82242,4,2,13,Low,Silver,65.0
15423,56,Male,UK,55925,10,8,14,Medium,Bronze,100.0
15424,65,Male,USA,33023,9,10,13,High,Gold,100.0
15425,20,Female,USA,101560,6,8,1,Medium,Bronze,87.96
15426,46,Male,Canada,79493,7,2,5,High,Gold,85.05
15427,36,Male,USA,69918,8,4,12,High,Bronze,99.47
15428,53,Female,UK,113236,1,2,13,Medium,Gold,70.38
15429,49,Male,Canada,111599,3,1,4,High,Silver,65.54
15430,24,Female,Canada,52112,8,1,7,Low,Bronze,62.1
15431,45,Female,Canada,69986,8,4,1,Medium,Gold,100.0
15432,61,Male,UK,86378,10,3,17,Low,Silver,100.0
15433,35,Female,Canada,111864,8,2,17,Medium,Bronze,93.06
15434,22,Female,Germany,47342,3,6,18,Low,Gold,77.64
15435,40,Female,Germany,105390,7,6,10,High,Bronze,100.0
15436,39,Female,UK,90279,10,9,6,High,Bronze,100.0
15437,43,Male,France,101260,6,1,16,Medium,Bronze,83.54
15438,59,Female,France,44428,10,10,16,Low,Bronze,100.0
15439,29,Male,Canada,94172,6,4,17,Medium,Bronze,72.9
15440,57,Female,UK,32227,4,7,14,Medium,Gold,88.14
15441,36,Female,Canada,40768,10,5,19,Medium,Silver,100.0
15442,64,Male,Canada,117085,2,4,5,Low,Bronze,100.0
15443,18,Female,Germany,70867,2,3,16,Low,Gold,63.78
15444,20,Male,USA,74035,7,10,3,High,Gold,100.0
15445,44,Female,UK,110700,3,3,10,Low,Gold,75.84
15446,35,Female,USA,74224,10,5,5,High,Silver,100.0
15447,67,Male,Germany,69397,3,6,1,High,Gold,81.38
15448,47,Female,USA,108618,6,6,12,Low,Gold,100.0
15449,19,Female,Germany,48139,4,6,19,High,Silver,67.08
15450,22,Male,France,53640,3,5,18,High,Silver,76.06
15451,46,Female,Germany,55559,6,10,11,High,Gold,100.0
15452,50,Female,UK,107249,1,1,3,High,Silver,49.29
15453,59,Female,France,111686,1,8,3,Low,Gold,79.25
15454,37,Female,Canada,54882,8,5,5,High,Gold,77.09
15455,47,Female,UK,47745,8,3,16,High,Silver,76.34
15456,59,Male,UK,119271,9,8,19,Medium,Silver,100.0
15457,22,Male,UK,48485,3,10,6,Medium,Gold,93.01
15458,67,Female,USA,119231,5,8,2,Medium,Bronze,89.94
15459,38,Female,USA,80498,6,5,17,High,Gold,97.66
15460,32,Female,Canada,119856,3,10,4,Low,Silver,100.0
15461,37,Male,USA,39708,8,2,13,Low,Silver,90.37
15462,25,Female,UK,49353,3,5,16,High,Bronze,75.16
15463,66,Female,Germany,117533,9,3,12,High,Gold,100.0
15464,48,Female,Canada,109813,5,10,20,Low,Gold,100.0
15465,29,Female,Canada,92763,10,6,6,High,Gold,100.0
15466,38,Male,UK,98616,7,6,7,Medium,Bronze,100.0
15467,47,Female,France,106934,7,9,20,Low,Silver,100.0
15468,44,Female,USA,44878,5,4,9,High,Gold,70.64
15469,61,Female,France,39411,8,3,8,High,Bronze,85.64
15470,43,Female,UK,82549,1,8,5,High,Bronze,74.78
15471,50,Female,France,62458,6,10,4,Medium,Bronze,100.0
15472,43,Female,UK,90007,3,2,10,Medium,Bronze,45.33
15473,43,Female,USA,32764,2,9,16,High,Gold,94.13
15474,53,Male,USA,113272,2,5,20,Low,Bronze,94.32
15475,57,Female,Canada,99170,4,4,13,High,Bronze,86.85
15476,18,Male,France,55981,9,2,4,High,Silver,65.74
15477,32,Male,France,68545,1,10,12,Medium,Bronze,69.25
15478,67,Female,France,70406,3,1,9,High,Gold,70.76
15479,18,Female,France,62470,1,8,1,Medium,Silver,72.67
15480,28,Female,Germany,57698,1,2,13,High,Bronze,45.69
15481,19,Male,Canada,105965,10,4,17,High,Bronze,100.0
15482,18,Male,Canada,117428,7,5,7,Medium,Silver,100.0
15483,48,Male,Germany,74169,8,4,18,High,Silver,100.0
15484,61,Female,France,102743,10,7,17,High,Bronze,100.0
15485,33,Female,Germany,91138,3,8,20,Medium,Bronze,98.7
15486,39,Male,France,67646,1,4,10,Low,Silver,59.87
15487,59,Male,Germany,81602,1,10,9,High,Gold,83.65
15488,35,Female,Canada,109683,7,2,13,Low,Silver,75.25
15489,64,Male,Germany,64658,9,2,8,Low,Bronze,89.44
15490,34,Male,UK,95700,5,2,19,Medium,Bronze,78.95
15491,47,Male,France,113791,1,3,18,Medium,Bronze,64.2
15492,27,Male,Germany,53487,2,10,12,High,Gold,99.48
15493,52,Male,France,112260,4,2,14,Low,Silver,95.99
15494,38,Male,USA,72323,9,4,18,Medium,Gold,91.8
15495,33,Male,France,48235,7,2,10,High,Gold,75.15
15496,23,Female,Germany,69089,3,8,9,Low,Silver,100.0
15497,20,Male,France,91063,9,6,19,High,Gold,100.0
15498,58,Female,UK,45111,3,7,12,Low,Gold,77.31
15499,60,Female,UK,36688,2,1,8,Medium,Bronze,55.9
15500,38,Male,Germany,78090,10,8,16,Low,Silver,100.0
15501,30,Female,Germany,75085,6,9,15,High,Bronze,100.0
15502,35,Male,France,81687,8,3,15,High,Bronze,88.65
15503,41,Female,Canada,115746,8,3,5,High,Gold,99.2
15504,44,Female,UK,113665,9,3,11,Low,Silver,85.46
15505,21,Male,UK,53034,5,6,4,Low,Gold,80.82
15506,39,Female,USA,97705,6,9,2,Medium,Gold,100.0
15507,41,Male,USA,112803,5,5,18,High,Silver,99.72
15508,57,Female,Canada,76247,2,7,4,Low,Silver,69.35
15509,62,Male,UK,46356,8,4,10,High,Gold,91.94
15510,27,Male,Germany,34778,10,10,8,High,Silver,100.0
15511,19,Female,UK,78182,9,2,18,Low,Silver,91.09
15512,57,Male,Germany,32535,8,6,11,Medium,Bronze,99.91
15513,23,Male,Germany,56034,8,3,7,Medium,Silver,78.49
15514,65,Female,Canada,76166,10,9,7,High,Bronze,100.0
15515,35,Male,UK,30630,6,10,16,High,Bronze,100.0
15516,34,Female,France,103720,9,2,7,High,Silver,100.0
15517,55,Female,UK,67778,2,4,10,Low,Silver,69.57
15518,62,Female,UK,43334,7,4,8,Medium,Silver,80.95
15519,40,Male,USA,49261,6,3,20,Medium,Bronze,84.6
15520,63,Female,Canada,63192,4,3,16,Low,Bronze,83.23
15521,47,Male,France,65070,10,2,13,Medium,Gold,93.18
15522,38,Female,France,56507,10,4,7,Low,Bronze,97.09
15523,27,Female,France,93203,3,2,19,High,Gold,65.63
15524,60,Female,Germany,85427,7,3,9,Medium,Gold,99.26
15525,30,Male,Canada,65851,6,3,4,Medium,Bronze,76.59
15526,29,Female,USA,79165,6,9,19,Medium,Gold,100.0
15527,26,Male,Germany,82239,1,5,7,High,Bronze,70.98
15528,21,Male,France,33060,9,10,15,High,Bronze,100.0
15529,56,Male,Germany,63884,7,8,10,High,Bronze,81.32
15530,41,Male,Germany,64187,5,7,10,High,Silver,90.43
15531,51,Male,France,59467,1,2,9,Medium,Gold,52.15
15532,56,Female,France,37943,10,4,2,Low,Silver,94.17
15533,58,Male,USA,111247,2,6,11,Medium,Silver,91.27
15534,22,Female,Canada,31624,2,8,2,Medium,Bronze,64.78
15535,32,Female,UK,44411,5,3,9,Low,Bronze,57.55
15536,67,Male,UK,45035,6,7,19,High,Gold,100.0
15537,21,Female,UK,31157,9,8,7,Medium,Bronze,93.5
15538,68,Female,USA,85292,8,3,6,Medium,Bronze,93.87
15539,69,Male,Germany,39210,7,2,10,Medium,Silver,76.73
15540,56,Male,France,96056,10,3,12,Medium,Gold,100.0
15541,25,Female,Canada,49763,7,8,4,High,Silver,100.0
15542,66,Male,UK,32520,4,4,19,Medium,Bronze,72.5
15543,62,Male,Canada,99429,2,2,10,High,Silver,52.18
15544,41,Female,Canada,111619,1,4,14,Low,Silver,62.73
15545,45,Male,France,81173,8,3,15,Medium,Gold,94.65
15546,60,Male,USA,67966,4,3,12,Low,Bronze,80.55
15547,44,Male,France,66661,10,3,8,Medium,Gold,100.0
15548,18,Male,USA,68297,2,7,13,High,Bronze,77.06
15549,51,Male,Germany,71828,6,5,14,Medium,Silver,100.0
15550,34,Male,Canada,65824,3,5,12,Medium,Gold,81.63
15551,54,Female,UK,36666,2,10,14,Low,Bronze,93.94
15552,55,Male,Canada,117102,7,1,16,High,Bronze,83.99
15553,43,Female,France,52566,4,3,9,High,Bronze,68.33
15554,41,Female,USA,71748,5,5,14,Low,Bronze,84.0
15555,56,Female,Germany,95140,6,9,16,High,Gold,100.0
15556,38,Female,Germany,106677,7,8,10,Low,Silver,100.0
15557,47,Male,USA,94650,7,2,5,Medium,Bronze,95.26
15558,64,Female,USA,100445,4,1,10,Low,Gold,83.21
15559,68,Male,USA,31438,8,3,10,Medium,Gold,84.59
15560,65,Female,Germany,109799,4,3,17,Medium,Bronze,99.54
15561,30,Female,Canada,50042,4,5,17,Medium,Silver,81.3
15562,54,Male,Canada,48028,8,10,18,Medium,Gold,100.0
15563,20,Male,Germany,87426,9,5,13,High,Gold,100.0
15564,49,Female,UK,67081,6,8,3,Low,Gold,100.0
15565,52,Male,France,57373,2,6,4,High,Gold,70.88
15566,36,Female,Germany,77076,10,3,12,High,Bronze,100.0
15567,31,Male,UK,65700,8,9,12,Medium,Gold,100.0
15568,65,Male,France,106334,10,3,20,Medium,Gold,100.0
15569,39,Female,Canada,57919,9,5,12,Medium,Gold,100.0
15570,34,Male,USA,90128,9,3,8,Medium,Silver,79.52
15571,21,Female,France,113106,8,4,13,Medium,Bronze,90.32
15572,62,Male,USA,40467,2,6,5,Medium,Gold,68.84
15573,57,Female,UK,102022,5,1,9,Medium,Bronze,70.99
15574,36,Female,Germany,79974,2,3,8,Low,Gold,59.5
15575,54,Female,Germany,64940,1,10,5,Medium,Gold,100.0
15576,19,Male,USA,65119,4,10,12,High,Bronze,100.0
15577,32,Female,France,88627,7,7,20,Low,Gold,100.0
15578,19,Female,France,100418,1,10,12,Low,Bronze,83.88
15579,28,Male,UK,80235,3,3,16,Medium,Silver,63.01
15580,62,Female,Germany,32514,5,10,14,Low,Bronze,100.0
15581,40,Female,USA,42073,10,3,12,High,Bronze,95.33
15582,27,Female,Canada,48921,9,3,6,Medium,Gold,76.8
15583,20,Male,Germany,114533,9,6,9,Low,Silver,100.0
15584,22,Male,Germany,106467,10,10,18,Low,Bronze,100.0
15585,20,Female,UK,38612,7,1,2,Medium,Silver,68.08
15586,55,Male,Germany,32925,7,3,10,Medium,Bronze,80.92
15587,30,Female,UK,100609,10,5,6,Medium,Bronze,100.0
15588,59,Male,UK,60537,3,7,14,Medium,Silver,81.3
15589,36,Female,Canada,46418,7,8,20,Low,Bronze,100.0
15590,57,Female,France,108845,1,6,4,Medium,Bronze,87.36
15591,67,Female,Germany,104166,1,10,14,High,Bronze,100.0
15592,52,Male,UK,107528,1,8,11,Medium,Bronze,89.61
15593,41,Female,UK,70088,9,5,11,High,Gold,100.0
15594,41,Female,France,65687,4,1,9,Medium,Gold,63.07
15595,34,Male,France,75422,6,9,9,Medium,Silver,97.42
15596,57,Male,UK,78642,4,9,11,High,Gold,100.0
15597,27,Female,Germany,103486,8,3,1,Medium,Silver,78.74
15598,19,Male,Germany,35140,2,3,11,Low,Bronze,35.45
15599,61,Female,Germany,110441,5,9,17,Medium,Bronze,100.0
15600,40,Male,France,87312,9,6,4,High,Bronze,100.0
15601,23,Male,Germany,43990,5,9,8,High,Bronze,90.36
15602,19,Female,Germany,67645,2,9,16,Low,Bronze,81.31
15603,38,Female,Germany,49747,4,7,17,Low,Silver,82.91
15604,52,Female,France,115037,2,9,3,Low,Silver,87.99
15605,66,Male,USA,115641,2,4,6,Medium,Silver,79.66
15606,46,Female,USA,94151,2,3,20,Low,Gold,70.78
15607,24,Male,Germany,94905,4,2,3,Medium,Silver,79.73
15608,46,Female,USA,76174,7,3,18,High,Gold,74.54
15609,54,Female,Germany,78998,3,9,1,Medium,Silver,88.72
15610,40,Female,France,30494,5,3,1,Medium,Gold,54.7
15611,50,Male,Germany,52339,10,5,10,Low,Gold,100.0
15612,25,Female,Canada,82977,8,3,1,Low,Gold,90.46
15613,29,Male,UK,43743,5,7,5,Medium,Silver,89.39
15614,63,Female,France,47639,5,8,13,High,Silver,100.0
15615,65,Female,Canada,37567,6,2,15,Medium,Gold,94.13
15616,27,Male,Canada,40674,9,5,12,Medium,Silver,87.46
15617,32,Male,UK,53881,2,1,9,Medium,Bronze,42.19
15618,41,Male,Canada,94954,1,9,20,Medium,Gold,98.21
15619,43,Female,UK,96319,6,2,11,High,Gold,73.93
15620,64,Female,Germany,73686,9,2,8,Medium,Bronze,100.0
15621,59,Male,France,81421,5,10,4,Low,Silver,100.0
15622,56,Female,France,64823,9,6,3,Medium,Silver,100.0
15623,20,Male,France,76172,2,8,12,High,Silver,93.09
15624,19,Male,UK,34610,5,6,5,Low,Bronze,50.85
15625,23,Female,UK,62588,9,2,5,Medium,Bronze,78.56
15626,38,Male,Canada,84706,4,5,2,High,Bronze,77.92
15627,26,Female,France,100091,3,9,11,Low,Silver,91.5
15628,27,Male,Canada,49239,7,2,8,Medium,Bronze,73.63
15629,53,Female,Germany,105506,5,7,10,Low,Silver,90.42
15630,20,Male,Canada,49205,4,5,4,Medium,Bronze,60.5
15631,58,Female,France,65430,2,10,5,Low,Bronze,100.0
15632,41,Male,UK,53694,2,6,11,Medium,Silver,67.47
15633,39,Female,Canada,33757,9,3,1,High,Silver,81.51
15634,66,Female,Canada,84650,7,8,12,Low,Silver,100.0
15635,31,Female,UK,99191,1,4,13,Medium,Bronze,67.11
15636,59,Male,UK,73111,5,8,16,Low,Silver,91.25
15637,62,Female,France,119907,6,7,20,High,Gold,100.0
15638,61,Male,Germany,34055,5,2,7,High,Bronze,67.28
15639,44,Male,France,99279,8,2,13,Low,Bronze,92.63
15640,50,Male,Canada,115157,7,5,12,Low,Bronze,100.0
15641,39,Female,France,51302,4,1,20,High,Bronze,47.23
15642,46,Male,France,39090,5,6,16,Low,Silver,90.62
15643,36,Male,UK,65247,3,6,13,High,Silver,82.88
15644,36,Female,Germany,38930,7,4,3,Medium,Gold,80.79
15645,23,Female,Germany,84668,9,7,6,High,Bronze,100.0
15646,62,Female,France,93994,2,4,8,Medium,Gold,73.3
15647,36,Female,UK,88495,9,1,19,Low,Bronze,96.2
15648,30,Male,UK,99881,4,4,7,Medium,Bronze,76.83
15649,43,Male,Canada,78537,8,1,13,Medium,Gold,78.76
15650,39,Male,USA,59323,10,4,12,Low,Bronze,94.38
15651,38,Male,Canada,98347,3,6,12,High,Silver,82.11
15652,53,Male,Canada,90120,7,5,20,Medium,Silver,96.53
15653,19,Female,Canada,115723,8,7,5,Low,Gold,100.0
15654,64,Male,USA,85954,4,5,11,Low,Silver,79.92
15655,61,Female,UK,67320,9,4,12,Medium,Bronze,80.08
15656,47,Female,UK,108946,10,3,10,Low,Bronze,100.0
15657,44,Male,Germany,83676,10,3,16,High,Bronze,100.0
15658,24,Male,Germany,91731,9,7,20,High,Silver,100.0
15659,37,Male,France,61876,10,2,10,Low,Bronze,87.35
15660,67,Female,France,89368,2,5,4,High,Silver,63.95
15661,48,Female,France,67969,3,9,1,Medium,Gold,100.0
15662,40,Female,Germany,85977,3,1,7,High,Bronze,55.76
15663,30,Male,Germany,60002,2,10,15,Medium,Gold,89.52
15664,34,Female,Canada,84488,7,6,3,Medium,Bronze,94.23
15665,21,Female,UK,114881,7,1,11,Medium,Gold,82.78
15666,31,Female,Germany,30454,6,7,5,Medium,Bronze,67.16
15667,37,Female,USA,62983,5,2,15,High,Bronze,49.1
15668,30,Male,Canada,97618,8,1,4,Medium,Bronze,84.5
15669,20,Female,USA,116549,8,5,7,Medium,Bronze,100.0
15670,43,Male,USA,98506,4,7,20,High,Bronze,100.0
15671,43,Male,UK,80561,3,6,16,Medium,Gold,83.84
15672,35,Male,USA,30714,1,1,5,High,Silver,31.03
15673,49,Male,USA,111145,7,9,9,Low,Bronze,100.0
15674,31,Female,USA,44972,6,9,16,Low,Gold,100.0
15675,64,Male,USA,44958,3,2,2,Medium,Silver,49.95
15676,20,Male,Canada,103316,3,6,9,High,Gold,59.07
15677,18,Female,Canada,95874,2,1,2,Medium,Bronze,48.12
15678,43,Female,UK,40953,8,1,9,Low,Bronze,64.77
15679,41,Female,UK,68126,8,5,16,High,Gold,100.0
15680,66,Female,USA,94478,6,3,12,Low,Gold,100.0
15681,52,Male,France,83056,8,10,19,Medium,Gold,100.0
15682,31,Female,USA,98937,8,9,13,High,Bronze,100.0
15683,20,Female,USA,45651,9,5,16,Low,Silver,88.7
15684,30,Male,UK,47296,9,6,14,High,Silver,95.68
15685,64,Male,Germany,106714,3,4,2,Low,Gold,76.81
15686,67,Female,UK,119330,6,9,4,High,Silver,100.0
15687,31,Male,Canada,45665,7,7,10,Medium,Silver,100.0
15688,38,Female,UK,73797,7,6,11,Low,Silver,98.92
15689,43,Female,Germany,119521,2,1,18,Low,Bronze,64.96
15690,20,Male,USA,68468,5,8,14,Medium,Gold,97.8
15691,68,Male,Germany,68146,4,8,8,Low,Gold,100.0
15692,57,Male,UK,73504,3,3,11,Medium,Bronze,85.33
15693,21,Male,France,83557,9,3,18,Medium,Bronze,98.87
15694,53,Female,Canada,119267,7,9,6,Medium,Bronze,100.0
15695,68,Female,Germany,35141,1,4,20,Medium,Bronze,51.77
15696,60,Male,UK,80138,2,6,4,Low,Bronze,68.28
15697,18,Female,USA,104784,6,10,1,High,Gold,100.0
15698,57,Male,UK,77508,3,10,16,Low,Gold,100.0
15699,64,Female,USA,101808,9,7,2,High,Bronze,100.0
15700,50,Female,France,104883,8,4,1,Low,Gold,100.0
15701,24,Female,Canada,62424,5,5,5,Medium,Silver,92.12
15702,69,Female,Germany,111029,6,3,11,Low,Gold,99.86
15703,69,Female,UK,106315,7,6,14,High,Bronze,100.0
15704,28,Female,UK,63227,9,5,9,Low,Bronze,94.78
15705,44,Male,Germany,35996,5,4,19,Medium,Silver,75.99
15706,31,Male,USA,67881,7,5,14,Low,Bronze,92.55
15707,39,Male,Canada,102150,2,5,7,High,Silver,77.92
15708,33,Female,France,52539,5,4,17,Low,Bronze,79.71
15709,63,Male,Germany,43487,6,3,6,Medium,Bronze,87.9
15710,29,Female,Canada,70121,4,2,2,Low,Bronze,70.11
15711,66,Female,UK,83872,5,8,5,Low,Gold,100.0
15712,63,Female,Canada,119900,2,3,7,Medium,Silver,53.95
15713,27,Male,France,116304,6,1,14,Low,Bronze,60.59
15714,41,Female,Canada,37316,7,2,4,Medium,Gold,76.15
15715,63,Female,UK,53414,2,6,5,Medium,Bronze,59.16
15716,35,Male,France,58776,3,2,4,Medium,Silver,66.34
